Genome_ID	contig_length
GCF_002151505.1_ASM215150v1	17010
GCF_002151505.1_ASM215150v1	26811
GCF_002151505.1_ASM215150v1	22113
GCF_002151505.1_ASM215150v1	62127
GCF_002151505.1_ASM215150v1	31590
GCF_002151505.1_ASM215150v1	30537
GCF_002151505.1_ASM215150v1	30618
GCF_002151505.1_ASM215150v1	31023
GCF_002151505.1_ASM215150v1	37179
GCF_002151505.1_ASM215150v1	39285
GCF_002151505.1_ASM215150v1	54270
GCF_002151505.1_ASM215150v1	53541
GCF_002442595.2_ASM244259v2	26811
GCF_002442595.2_ASM244259v2	30213
GCF_002442595.2_ASM244259v2	30537
GCF_002442595.2_ASM244259v2	30537
GCF_002442595.2_ASM244259v2	30942
GCF_002442595.2_ASM244259v2	18549
GCF_002442595.2_ASM244259v2	30375
GCF_002442595.2_ASM244259v2	30375
GCF_002442595.2_ASM244259v2	8748
GCF_002442595.2_ASM244259v2	15714
GCF_002442595.2_ASM244259v2	25029
GCF_002442595.2_ASM244259v2	27945
GCF_002442595.2_ASM244259v2	23328
GCF_002442595.2_ASM244259v2	29646
GCF_002442595.2_ASM244259v2	30537
GCF_002442595.2_ASM244259v2	39366
GCF_002442595.2_ASM244259v2	54351
GCF_002442595.2_ASM244259v2	28026
GCF_002995865.1_ASM299586v1	22032
GCF_002995865.1_ASM299586v1	18630
GCF_002995865.1_ASM299586v1	16443
GCF_002995865.1_ASM299586v1	9558
GCF_002995865.1_ASM299586v1	9234
GCF_002995865.1_ASM299586v1	8910
GCF_002995865.1_ASM299586v1	8100
GCF_002995865.1_ASM299586v1	7452
GCF_002995865.1_ASM299586v1	6885
GCF_002995865.1_ASM299586v1	6642
GCF_002995865.1_ASM299586v1	54432
GCF_002995865.1_ASM299586v1	5994
GCF_002995865.1_ASM299586v1	5427
GCF_002995865.1_ASM299586v1	5265
GCF_002995865.1_ASM299586v1	33129
GCF_002995865.1_ASM299586v1	31104
GCF_002995865.1_ASM299586v1	29889
GCF_002995865.1_ASM299586v1	28188
GCF_002995865.1_ASM299586v1	25434
GCF_002995865.1_ASM299586v1	23652
GCF_002995865.1_ASM299586v1	22518
GCF_002995885.1_ASM299588v1	18063
GCF_002995885.1_ASM299588v1	11583
GCF_002995885.1_ASM299588v1	8667
GCF_002995885.1_ASM299588v1	8019
GCF_002995885.1_ASM299588v1	7533
GCF_002995885.1_ASM299588v1	6399
GCF_002995885.1_ASM299588v1	5913
GCF_002995885.1_ASM299588v1	5670
GCF_002995885.1_ASM299588v1	5346
GCF_002995885.1_ASM299588v1	5184
GCF_002995885.1_ASM299588v1	54513
GCF_002995885.1_ASM299588v1	5184
GCF_002995885.1_ASM299588v1	5103
GCF_002995885.1_ASM299588v1	30537
GCF_002995885.1_ASM299588v1	29322
GCF_002995885.1_ASM299588v1	26973
GCF_002995885.1_ASM299588v1	25515
GCF_002995885.1_ASM299588v1	24867
GCF_002995885.1_ASM299588v1	23814
GCF_002995885.1_ASM299588v1	21546
GCF_002995915.1_ASM299591v1	17820
GCF_002995915.1_ASM299591v1	11826
GCF_002995915.1_ASM299591v1	10368
GCF_002995915.1_ASM299591v1	9639
GCF_002995915.1_ASM299591v1	9072
GCF_002995915.1_ASM299591v1	8991
GCF_002995915.1_ASM299591v1	8505
GCF_002995915.1_ASM299591v1	6885
GCF_002995915.1_ASM299591v1	6642
GCF_002995915.1_ASM299591v1	5994
GCF_002995915.1_ASM299591v1	54756
GCF_002995915.1_ASM299591v1	5670
GCF_002995915.1_ASM299591v1	5346
GCF_002995915.1_ASM299591v1	5346
GCF_002995915.1_ASM299591v1	5103
GCF_002995915.1_ASM299591v1	31347
GCF_002995915.1_ASM299591v1	29808
GCF_002995915.1_ASM299591v1	26892
GCF_002995915.1_ASM299591v1	24543
GCF_002995915.1_ASM299591v1	23895
GCF_002995915.1_ASM299591v1	22113
GCF_002995915.1_ASM299591v1	21465
GCF_002995935.1_ASM299593v1	13284
GCF_002995935.1_ASM299593v1	9639
GCF_002995935.1_ASM299593v1	9558
GCF_002995935.1_ASM299593v1	8424
GCF_002995935.1_ASM299593v1	7371
GCF_002995935.1_ASM299593v1	7209
GCF_002995935.1_ASM299593v1	7128
GCF_002995935.1_ASM299593v1	5751
GCF_002995935.1_ASM299593v1	5427
GCF_002995935.1_ASM299593v1	5184
GCF_002995935.1_ASM299593v1	60102
GCF_002995935.1_ASM299593v1	5184
GCF_002995935.1_ASM299593v1	54756
GCF_002995935.1_ASM299593v1	28107
GCF_002995935.1_ASM299593v1	28026
GCF_002995935.1_ASM299593v1	26892
GCF_002995935.1_ASM299593v1	25191
GCF_002995935.1_ASM299593v1	22437
GCF_002995985.1_ASM299598v1	19197
GCF_002995985.1_ASM299598v1	18954
GCF_002995985.1_ASM299598v1	17010
GCF_002995985.1_ASM299598v1	10773
GCF_002995985.1_ASM299598v1	8505
GCF_002995985.1_ASM299598v1	5994
GCF_002995985.1_ASM299598v1	5103
GCF_002995985.1_ASM299598v1	5022
GCF_002995985.1_ASM299598v1	54432
GCF_002995985.1_ASM299598v1	32238
GCF_002995985.1_ASM299598v1	29241
GCF_002995985.1_ASM299598v1	28674
GCF_002995985.1_ASM299598v1	28188
GCF_002995985.1_ASM299598v1	26973
GCF_002995985.1_ASM299598v1	26001
GCF_002995985.1_ASM299598v1	22761
GCF_002996005.1_ASM299600v1	18954
GCF_002996005.1_ASM299600v1	17496
GCF_002996005.1_ASM299600v1	9639
GCF_002996005.1_ASM299600v1	9315
GCF_002996005.1_ASM299600v1	7695
GCF_002996005.1_ASM299600v1	7128
GCF_002996005.1_ASM299600v1	6156
GCF_002996005.1_ASM299600v1	5427
GCF_002996005.1_ASM299600v1	5346
GCF_002996005.1_ASM299600v1	5022
GCF_002996005.1_ASM299600v1	53784
GCF_002996005.1_ASM299600v1	34911
GCF_002996005.1_ASM299600v1	29241
GCF_002996005.1_ASM299600v1	28836
GCF_002996005.1_ASM299600v1	27135
GCF_002996005.1_ASM299600v1	26973
GCF_002996005.1_ASM299600v1	24462
GCF_002996005.1_ASM299600v1	21546
GCF_002996025.1_ASM299602v1	18630
GCF_002996025.1_ASM299602v1	14499
GCF_002996025.1_ASM299602v1	8910
GCF_002996025.1_ASM299602v1	6804
GCF_002996025.1_ASM299602v1	5589
GCF_002996025.1_ASM299602v1	5184
GCF_002996025.1_ASM299602v1	54189
GCF_002996025.1_ASM299602v1	28107
GCF_002996025.1_ASM299602v1	27945
GCF_002996025.1_ASM299602v1	27702
GCF_002996025.1_ASM299602v1	27378
GCF_002996025.1_ASM299602v1	26973
GCF_002996025.1_ASM299602v1	25110
GCF_002996105.1_ASM299610v1	19035
GCF_002996105.1_ASM299610v1	18954
GCF_002996105.1_ASM299610v1	17253
GCF_002996105.1_ASM299610v1	8505
GCF_002996105.1_ASM299610v1	6156
GCF_002996105.1_ASM299610v1	5346
GCF_002996105.1_ASM299610v1	5184
GCF_002996105.1_ASM299610v1	54918
GCF_002996105.1_ASM299610v1	32157
GCF_002996105.1_ASM299610v1	30213
GCF_002996105.1_ASM299610v1	29079
GCF_002996105.1_ASM299610v1	28188
GCF_002996105.1_ASM299610v1	26973
GCF_002996105.1_ASM299610v1	25515
GCF_002996105.1_ASM299610v1	22842
GCF_002996125.1_ASM299612v1	11826
GCF_002996125.1_ASM299612v1	11178
GCF_002996125.1_ASM299612v1	10125
GCF_002996125.1_ASM299612v1	9639
GCF_002996125.1_ASM299612v1	9558
GCF_002996125.1_ASM299612v1	8586
GCF_002996125.1_ASM299612v1	8505
GCF_002996125.1_ASM299612v1	7776
GCF_002996125.1_ASM299612v1	7209
GCF_002996125.1_ASM299612v1	6399
GCF_002996125.1_ASM299612v1	54513
GCF_002996125.1_ASM299612v1	5994
GCF_002996125.1_ASM299612v1	5589
GCF_002996125.1_ASM299612v1	5508
GCF_002996125.1_ASM299612v1	5265
GCF_002996125.1_ASM299612v1	5265
GCF_002996125.1_ASM299612v1	5103
GCF_002996125.1_ASM299612v1	54513
GCF_002996125.1_ASM299612v1	29241
GCF_002996125.1_ASM299612v1	28188
GCF_002996125.1_ASM299612v1	26973
GCF_002996125.1_ASM299612v1	20250
GCF_002996125.1_ASM299612v1	17820
GCF_002996165.1_ASM299616v1	17010
GCF_002996165.1_ASM299616v1	8910
GCF_002996165.1_ASM299616v1	7371
GCF_002996165.1_ASM299616v1	6642
GCF_002996165.1_ASM299616v1	6561
GCF_002996165.1_ASM299616v1	5427
GCF_002996165.1_ASM299616v1	54432
GCF_002996165.1_ASM299616v1	29079
GCF_002996165.1_ASM299616v1	28107
GCF_002996165.1_ASM299616v1	26973
GCF_002996165.1_ASM299616v1	26811
GCF_002996165.1_ASM299616v1	25110
GCF_002996165.1_ASM299616v1	20817
GCF_002996165.1_ASM299616v1	17820
GCF_002996245.1_ASM299624v1	21303
GCF_002996245.1_ASM299624v1	20493
GCF_002996245.1_ASM299624v1	17901
GCF_002996245.1_ASM299624v1	8910
GCF_002996245.1_ASM299624v1	8262
GCF_002996245.1_ASM299624v1	8181
GCF_002996245.1_ASM299624v1	8100
GCF_002996245.1_ASM299624v1	7452
GCF_002996245.1_ASM299624v1	7452
GCF_002996245.1_ASM299624v1	5346
GCF_002996245.1_ASM299624v1	54513
GCF_002996245.1_ASM299624v1	5346
GCF_002996245.1_ASM299624v1	31023
GCF_002996245.1_ASM299624v1	29970
GCF_002996245.1_ASM299624v1	29160
GCF_002996245.1_ASM299624v1	28188
GCF_002996245.1_ASM299624v1	26892
GCF_002996245.1_ASM299624v1	23652
GCF_002996245.1_ASM299624v1	22275
GCF_002996265.1_ASM299626v1	9315
GCF_002996265.1_ASM299626v1	8910
GCF_002996265.1_ASM299626v1	8262
GCF_002996265.1_ASM299626v1	7857
GCF_002996265.1_ASM299626v1	7776
GCF_002996265.1_ASM299626v1	5832
GCF_002996265.1_ASM299626v1	5346
GCF_002996265.1_ASM299626v1	5103
GCF_002996265.1_ASM299626v1	5103
GCF_002996265.1_ASM299626v1	54432
GCF_002996265.1_ASM299626v1	5022
GCF_002996265.1_ASM299626v1	30051
GCF_002996265.1_ASM299626v1	29403
GCF_002996265.1_ASM299626v1	28998
GCF_002996265.1_ASM299626v1	26973
GCF_002996265.1_ASM299626v1	24624
GCF_002996265.1_ASM299626v1	21465
GCF_002996265.1_ASM299626v1	17577
GCF_002996285.1_ASM299628v1	18954
GCF_002996285.1_ASM299628v1	17172
GCF_002996285.1_ASM299628v1	9477
GCF_002996285.1_ASM299628v1	8910
GCF_002996285.1_ASM299628v1	8505
GCF_002996285.1_ASM299628v1	8100
GCF_002996285.1_ASM299628v1	5346
GCF_002996285.1_ASM299628v1	5184
GCF_002996285.1_ASM299628v1	5103
GCF_002996285.1_ASM299628v1	5022
GCF_002996285.1_ASM299628v1	54351
GCF_002996285.1_ASM299628v1	29970
GCF_002996285.1_ASM299628v1	29484
GCF_002996285.1_ASM299628v1	28755
GCF_002996285.1_ASM299628v1	28188
GCF_002996285.1_ASM299628v1	26973
GCF_002996285.1_ASM299628v1	25839
GCF_002996285.1_ASM299628v1	23085
GCF_002996305.1_ASM299630v1	12636
GCF_002996305.1_ASM299630v1	8991
GCF_002996305.1_ASM299630v1	8505
GCF_002996305.1_ASM299630v1	8262
GCF_002996305.1_ASM299630v1	7938
GCF_002996305.1_ASM299630v1	7128
GCF_002996305.1_ASM299630v1	6318
GCF_002996305.1_ASM299630v1	5589
GCF_002996305.1_ASM299630v1	5346
GCF_002996305.1_ASM299630v1	5265
GCF_002996305.1_ASM299630v1	55647
GCF_002996305.1_ASM299630v1	5103
GCF_002996305.1_ASM299630v1	35316
GCF_002996305.1_ASM299630v1	29484
GCF_002996305.1_ASM299630v1	25434
GCF_002996305.1_ASM299630v1	24219
GCF_002996305.1_ASM299630v1	22923
GCF_002996305.1_ASM299630v1	21303
GCF_002996305.1_ASM299630v1	17982
GCF_002996345.1_ASM299634v1	8262
GCF_002996345.1_ASM299634v1	8181
GCF_002996345.1_ASM299634v1	8019
GCF_002996345.1_ASM299634v1	7128
GCF_002996345.1_ASM299634v1	6966
GCF_002996345.1_ASM299634v1	6156
GCF_002996345.1_ASM299634v1	5994
GCF_002996345.1_ASM299634v1	5427
GCF_002996345.1_ASM299634v1	5427
GCF_002996345.1_ASM299634v1	5427
GCF_002996345.1_ASM299634v1	55485
GCF_002996345.1_ASM299634v1	5265
GCF_002996345.1_ASM299634v1	29322
GCF_002996345.1_ASM299634v1	25434
GCF_002996345.1_ASM299634v1	24462
GCF_002996345.1_ASM299634v1	23004
GCF_002996345.1_ASM299634v1	21303
GCF_002996345.1_ASM299634v1	17901
GCF_002996345.1_ASM299634v1	8910
GCF_002996365.1_ASM299636v1	12150
GCF_002996365.1_ASM299636v1	11583
GCF_002996365.1_ASM299636v1	8991
GCF_002996365.1_ASM299636v1	8505
GCF_002996365.1_ASM299636v1	8262
GCF_002996365.1_ASM299636v1	7290
GCF_002996365.1_ASM299636v1	7128
GCF_002996365.1_ASM299636v1	5994
GCF_002996365.1_ASM299636v1	5589
GCF_002996365.1_ASM299636v1	5346
GCF_002996365.1_ASM299636v1	55404
GCF_002996365.1_ASM299636v1	5265
GCF_002996365.1_ASM299636v1	5184
GCF_002996365.1_ASM299636v1	30132
GCF_002996365.1_ASM299636v1	29241
GCF_002996365.1_ASM299636v1	25434
GCF_002996365.1_ASM299636v1	24381
GCF_002996365.1_ASM299636v1	22923
GCF_002996365.1_ASM299636v1	21303
GCF_002996365.1_ASM299636v1	17982
GCF_002996385.1_ASM299638v1	21465
GCF_002996385.1_ASM299638v1	16443
GCF_002996385.1_ASM299638v1	13932
GCF_002996385.1_ASM299638v1	13608
GCF_002996385.1_ASM299638v1	10611
GCF_002996385.1_ASM299638v1	8424
GCF_002996385.1_ASM299638v1	7128
GCF_002996385.1_ASM299638v1	6237
GCF_002996385.1_ASM299638v1	54432
GCF_002996385.1_ASM299638v1	41634
GCF_002996385.1_ASM299638v1	37746
GCF_002996385.1_ASM299638v1	30213
GCF_002996385.1_ASM299638v1	27945
GCF_002996385.1_ASM299638v1	27378
GCF_002996385.1_ASM299638v1	26892
GCF_002996385.1_ASM299638v1	22356
GCF_002996395.1_ASM299639v1	20169
GCF_002996395.1_ASM299639v1	13122
GCF_002996395.1_ASM299639v1	10773
GCF_002996395.1_ASM299639v1	8910
GCF_002996395.1_ASM299639v1	8100
GCF_002996395.1_ASM299639v1	7857
GCF_002996395.1_ASM299639v1	6885
GCF_002996395.1_ASM299639v1	6804
GCF_002996395.1_ASM299639v1	5913
GCF_002996395.1_ASM299639v1	5670
GCF_002996395.1_ASM299639v1	54594
GCF_002996395.1_ASM299639v1	5346
GCF_002996395.1_ASM299639v1	5184
GCF_002996395.1_ASM299639v1	30537
GCF_002996395.1_ASM299639v1	29403
GCF_002996395.1_ASM299639v1	27783
GCF_002996395.1_ASM299639v1	27621
GCF_002996395.1_ASM299639v1	26892
GCF_002996395.1_ASM299639v1	24705
GCF_002996395.1_ASM299639v1	22599
GCF_002996405.1_ASM299640v1	10773
GCF_002996405.1_ASM299640v1	10449
GCF_002996405.1_ASM299640v1	8910
GCF_002996405.1_ASM299640v1	8667
GCF_002996405.1_ASM299640v1	8019
GCF_002996405.1_ASM299640v1	7776
GCF_002996405.1_ASM299640v1	7533
GCF_002996405.1_ASM299640v1	7209
GCF_002996405.1_ASM299640v1	7047
GCF_002996405.1_ASM299640v1	6723
GCF_002996405.1_ASM299640v1	56457
GCF_002996405.1_ASM299640v1	6399
GCF_002996405.1_ASM299640v1	6156
GCF_002996405.1_ASM299640v1	5427
GCF_002996405.1_ASM299640v1	54351
GCF_002996405.1_ASM299640v1	26892
GCF_002996405.1_ASM299640v1	24705
GCF_002996405.1_ASM299640v1	23247
GCF_002996405.1_ASM299640v1	22518
GCF_002996405.1_ASM299640v1	12960
GCF_002996465.1_ASM299646v1	20655
GCF_002996465.1_ASM299646v1	8910
GCF_002996465.1_ASM299646v1	7857
GCF_002996465.1_ASM299646v1	7290
GCF_002996465.1_ASM299646v1	6966
GCF_002996465.1_ASM299646v1	6156
GCF_002996465.1_ASM299646v1	5589
GCF_002996465.1_ASM299646v1	5427
GCF_002996465.1_ASM299646v1	5346
GCF_002996465.1_ASM299646v1	5265
GCF_002996465.1_ASM299646v1	54513
GCF_002996465.1_ASM299646v1	5022
GCF_002996465.1_ASM299646v1	31752
GCF_002996465.1_ASM299646v1	30051
GCF_002996465.1_ASM299646v1	29889
GCF_002996465.1_ASM299646v1	29241
GCF_002996465.1_ASM299646v1	26892
GCF_002996465.1_ASM299646v1	23814
GCF_002996465.1_ASM299646v1	22275
GCF_002996475.1_ASM299647v1	9720
GCF_002996475.1_ASM299647v1	8586
GCF_002996475.1_ASM299647v1	8262
GCF_002996475.1_ASM299647v1	8262
GCF_002996475.1_ASM299647v1	7290
GCF_002996475.1_ASM299647v1	6399
GCF_002996475.1_ASM299647v1	6318
GCF_002996475.1_ASM299647v1	5832
GCF_002996475.1_ASM299647v1	5670
GCF_002996475.1_ASM299647v1	5670
GCF_002996475.1_ASM299647v1	54675
GCF_002996475.1_ASM299647v1	42039
GCF_002996475.1_ASM299647v1	29565
GCF_002996475.1_ASM299647v1	26973
GCF_002996475.1_ASM299647v1	24867
GCF_002996475.1_ASM299647v1	21627
GCF_002996475.1_ASM299647v1	10287
GCF_002996485.1_ASM299648v1	21465
GCF_002996485.1_ASM299648v1	17901
GCF_002996485.1_ASM299648v1	7776
GCF_002996485.1_ASM299648v1	7776
GCF_002996485.1_ASM299648v1	7614
GCF_002996485.1_ASM299648v1	7533
GCF_002996485.1_ASM299648v1	7452
GCF_002996485.1_ASM299648v1	6318
GCF_002996485.1_ASM299648v1	5346
GCF_002996485.1_ASM299648v1	5346
GCF_002996485.1_ASM299648v1	54513
GCF_002996485.1_ASM299648v1	5265
GCF_002996485.1_ASM299648v1	31509
GCF_002996485.1_ASM299648v1	29970
GCF_002996485.1_ASM299648v1	29241
GCF_002996485.1_ASM299648v1	26892
GCF_002996485.1_ASM299648v1	24138
GCF_002996485.1_ASM299648v1	23895
GCF_002996485.1_ASM299648v1	22113
GCF_002996545.1_ASM299654v1	25677
GCF_002996545.1_ASM299654v1	8910
GCF_002996545.1_ASM299654v1	8019
GCF_002996545.1_ASM299654v1	7533
GCF_002996545.1_ASM299654v1	6885
GCF_002996545.1_ASM299654v1	6318
GCF_002996545.1_ASM299654v1	5994
GCF_002996545.1_ASM299654v1	5589
GCF_002996545.1_ASM299654v1	55485
GCF_002996545.1_ASM299654v1	55161
GCF_002996545.1_ASM299654v1	47547
GCF_002996545.1_ASM299654v1	29403
GCF_002996545.1_ASM299654v1	28431
GCF_002996545.1_ASM299654v1	28188
GCF_002996545.1_ASM299654v1	27783
GCF_002996545.1_ASM299654v1	26892
GCF_002996585.1_ASM299658v1	12150
GCF_002996585.1_ASM299658v1	11421
GCF_002996585.1_ASM299658v1	9720
GCF_002996585.1_ASM299658v1	9639
GCF_002996585.1_ASM299658v1	8100
GCF_002996585.1_ASM299658v1	7776
GCF_002996585.1_ASM299658v1	7533
GCF_002996585.1_ASM299658v1	7452
GCF_002996585.1_ASM299658v1	6804
GCF_002996585.1_ASM299658v1	6399
GCF_002996585.1_ASM299658v1	54756
GCF_002996585.1_ASM299658v1	5346
GCF_002996585.1_ASM299658v1	48762
GCF_002996585.1_ASM299658v1	29160
GCF_002996585.1_ASM299658v1	26973
GCF_002996585.1_ASM299658v1	24867
GCF_002996585.1_ASM299658v1	24138
